Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,max value received ,avg val received,avg val sent,total Ether sent,total ether balance, ERC20 total Ether received, ERC20 total ether sent, ERC20 total Ether sent contract, ERC20 uniq sent addr, ERC20 uniq rec token name,label
0.0,1362.85,44349.57,1.0,15.0,0.0,9.99,1.502657,23.537776,23.537776,-0.997920391,13.37,0.0,0.0,0.0,3.0,1.0
1269.9,1042.43,332669.75,51.0,257.0,0.0,0.268727,0.135107,0.680401,34.70042686,0.021945,211.0654855,0.0,0.0,0.0,4.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,0.0,0.0,0.0,1.0,1.0
0.0,45582.44,190330.57,1.0,3.0,0.0,0.611831,0.432684,1.297612,1.29761221,0.000441002,241.8708681,0.0,0.0,0.0,2.0,0.0
15898.29,8205.72,241553.23,9.0,12.0,0.0,36.889,7.775261,10.366533,93.29880002,0.004331063,0.0,0.0,0.0,0.0,0.0,0.0
2.2,0.52,9.82,4.0,2.0,0.0,1617.555053,1000.5,500.249528,2000.9981130000003,0.001886545,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,102.15,1.0,1.0,0.0,0.311935,0.311935,0.309735,0.3097353,0.0022,0.0,0.0,0.0,0.0,0.0,0.0
7.11,0.0,21.33,3.0,1.0,0.0,101.0,101.0,33.666121,100.998362,0.001638,0.0,0.0,0.0,0.0,0.0,0.0
3.77,8599.09,86028.62,10.0,10.0,0.0,40.0,10.742086,10.741173,107.4117345,0.009130389,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,106009.68,1.0,1.0,0.0,0.336246,0.336246,0.335805,0.33580478,0.000441,0.02532815,0.0,0.0,0.0,1.0,0.0
33.44,0.0,100.33,3.0,1.0,0.0,101.0,101.0,33.666163,100.998488,0.001512,0.0,0.0,0.0,0.0,0.0,0.0
19899.33,0.97,39800.62,2.0,2.0,0.0,2.669396,1.335212,1.334771,2.669542,0.000882,0.201153153,0.0,0.0,0.0,1.0,0.0
164.01,0.0,328.02,2.0,2.0,0.0,96.150011,50.5,50.499487,100.9989738,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,11884.15,1.0,1.0,0.0,0.497892,0.497892,0.487892,0.48789202,0.01,4878.9202,0.0,0.0,0.0,1.0,0.0
97.97,1086.09,9080.62,4.0,8.0,0.0,2.45,0.824677,1.648493,6.59397335,0.003444,848.0000001,0.0,0.0,0.0,9.0,1.0
0.0,155.33,15909.2,1.0,2.0,0.0,2.33203,1.297302,2.593891,2.593890756,0.0007140339999999,0.0,0.0,0.0,0.0,0.0,0.0
0.0,24865.13,198921.02,0.0,8.0,1.0,51.031861,9.59937,0.0,0.0,76.79496079,0.677571488,0.0,0.0,0.0,2.0,0.0
1069.31,2023.6,988453.08,720.0,108.0,0.0,150.0,26.50439,6.63143,4774.62961,-1912.1554699999997,302821.7459,275692.2772,0.0,16.0,31.0,0.0
13.41,1682.52,3391.85,2.0,2.0,0.0,4.711403,3.386061,3.376883,6.75376561,0.0183571,0.0,0.0,0.0,0.0,0.0,0.0
2782.01,614.87,161910.9,54.0,19.0,0.0,39.995,8.021378,2.832148,152.936,-0.52980937,6173173.592,982.5663189000002,0.0,17.0,33.0,0.0
11789.81,5080.5,107931.13,7.0,5.0,0.0,8.069225,2.036677,1.451518,10.16062826,0.022755334,100.0078144,100.0000034,0.0,2.0,3.0,0.0
0.0,0.0,47.4,1.0,1.0,0.0,0.107377,0.107377,0.106873,0.10687253,0.000504,0.0,0.0,0.0,0.0,0.0,0.0
144.45,12858.4,442096.93,34.0,34.0,0.0,1.382766,1.055875,1.055174,35.87591111,0.023834145,0.0,0.0,0.0,0.0,0.0,0.0
297.81,2332.89,107163.97,23.0,43.0,0.0,45.6889999999999,16.6035179999999,31.040939,713.9416018,0.00966,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1168.84,226755.85,0.0,194.0,1.0,26.5,0.865636,0.0,0.0,167.9333705,3.223211245,0.0,0.0,0.0,2.0,0.0
13999.72,16810.77,1008535.0,12.0,50.0,0.0,25.906136,1.675838,6.982211,83.7865372,0.005364353,0.030359922,0.030359922,0.0,1.0,1.0,0.0
141351.31,728.82,567591.7,4.0,3.0,0.0,0.670372,0.376209,0.281563,1.126250448,0.002377512,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1910.97,244604.37,0.0,128.0,1.0,0.535222,0.190571,0.0,0.0,24.39306129,0.428178198,0.0,0.0,0.0,2.0,0.0
0.0,3396.11,244519.93,0.0,72.0,1.0,1.00414,0.839403,0.0,0.0,60.43698417,7.220323818,0.0,0.0,0.0,4.0,0.0
5937.69,3590.54,49988.32,6.0,4.0,0.0,0.99,0.407987,0.271811,1.63086311,0.00108468,1e-12,0.0,0.0,0.0,1.0,1.0
0.0,7728.89,100475.57,0.0,13.0,1.0,109.18,25.953565,0.0,0.0,337.39634,1.992907856,0.0,0.0,0.0,1.0,0.0
0.0,0.0,64.67,1.0,1.0,0.0,0.174997,0.174997,0.172797,0.17279653,0.0022,0.0,0.0,0.0,0.0,0.0,0.0
81.09,4424.01,170869.53,34.0,38.0,0.0,0.129,0.099483,0.110522,3.75776253,0.02259165,0.0,0.0,0.0,0.0,0.0,0.0
1.24,0.68,5.08,3.0,2.0,0.0,1576.574947,1000.5,666.999528,2000.9985849999998,0.001414909,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.001,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0
628.48,672.28,4486.98,5.0,2.0,0.0,6.12616,3.433549,1.37234599999999,6.86172829,0.00536902,0.0,0.0,0.0,0.0,0.0,0.0
0.0,38950.08,228586.02,1.0,2.0,0.0,2.0,1.5,2.999559,2.999559,0.000441,463.3618003,0.0,0.0,0.0,5.0,0.0
0.0,1451.33,319292.6,0.0,220.0,1.0,12.057465,0.75735,0.0,0.0,166.6169122,1.55390903,0.0,0.0,0.0,2.0,0.0
163746.89,0.0,327493.78,2.0,1.0,0.0,0.002468,0.002468,1.8e-05,3.57e-05,0.00243196,321.6970678,321.6970678,0.0,1.0,1.0,0.0
163.95,0.0,327.9,2.0,2.0,0.0,55.61916,50.5,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0
109.24,0.0,327.73,3.0,1.0,0.0,101.0,101.0,33.66615,100.9984487,0.001551341,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.337,0.0,0.0,0.0,1.0,1.0
0.0,0.0,88.55,1.0,1.0,0.0,2.009,2.009,2.008244,2.008244,0.0007559999999999,0.0,0.0,0.0,0.0,0.0,0.0
86411.4,135707.2,876294.22,7.0,2.0,0.0,0.097988,0.088994,0.021898,0.153289345,0.024698885,14721.3808,272.87,0.0,3.0,13.0,0.0
157.09,0.0,314.18,2.0,1.0,0.0,101.0,101.0,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1252.55,1.0,1.0,0.0,0.224823,0.224823,0.224781,0.22478144,4.2e-05,13.37,0.0,0.0,0.0,1.0,1.0
1468.19,682.09,31358.28,7.0,31.0,0.0,5.0,0.810667,3.589778,25.12844299,0.002247,6.337,0.0,0.0,0.0,2.0,1.0
0.88,5868.52,129126.73,22.0,22.0,0.0,1.015688,0.979038,0.978194,21.52026828,0.018574,0.0,0.0,0.0,0.0,0.0,0.0
10071.66,6393.0,953557.6,75.0,31.0,0.0,119.1,15.450363,6.960947,522.071,-43.1097515,1028858.677,591900.6923,0.0,10.0,38.0,0.0
0.0,0.0,1418.78,1.0,1.0,0.0,3.99,3.99,3.9859,3.9859,0.0041,100.0,0.0,0.0,0.0,1.0,1.0
0.0,11343.75,136124.95,0.0,12.0,1.0,80.0,31.759,0.0,0.0,381.108,6.02610381,0.0,0.0,0.0,1.0,0.0
0.0,0.0,2.6,1.0,1.0,0.0,2.883525,2.883525,2.883053,2.883053164,0.000471636,0.0,0.0,0.0,0.0,0.0,0.0
157.49,0.0,314.98,2.0,1.0,0.0,101.0,101.0,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0
1485.86,20260.83,310397.0,18.0,14.0,0.0,200.0,14.436926,11.228251,202.1085166,0.008442,13.37,100.0,0.0,1.0,1.0,1.0
6.25,10957.6,43855.38,4.0,4.0,0.0,7.0,4.625,4.624542,18.4981674,0.001832602,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1821.2,1260270.63,0.0,692.0,1.0,634.0,7.610539,0.0,0.0,5266.49331,626.6609092,0.0,0.0,0.0,6.0,0.0
24.34,0.23,73.5,3.0,2.0,0.0,77.964349,50.5,33.666159,100.998477,0.001523001,0.0,0.0,0.0,0.0,0.0,0.0
0.0,83.92,251.75,0.0,3.0,0.0,0.967956,0.655985,0.0,0.0,1.96795579,100.337,0.0,0.0,0.0,2.0,1.0
162.19,0.21,324.8,2.0,2.0,0.0,87.135951,50.5,50.499487,100.9989738,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0
2.63,25.46,25653.48,1098.0,894.0,0.0,13.0,0.773005,0.628947,690.583514399999,0.483221875,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,0.0,0.0,0.0,1.0,1.0
1.85,0.07,7.53,4.0,2.0,0.0,1038.08066999999,1000.5,500.249528,2000.9981130000003,0.001886545,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.72,1.0,1.0,0.0,2.049802,2.049802,2.04933,2.049330072,0.000471636,0.0,0.0,0.0,0.0,0.0,0.0
179.76,58.46,948.5,3.0,7.0,0.0,10.792427,3.402989,7.93640099999999,23.80920422,0.011722,1.337,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0,1.0
4.31,13.01,60.5,8.0,2.0,0.0,1.98,0.995,0.493,3.944,-1.954,2.805868082,2.805868082,0.0,1.0,1.0,0.0
37977.81,9241.76,335735.55,3.0,24.0,0.0,1.001235,0.398271,3.185756,9.557267144,0.001246032,729.1115403,0.0,0.0,0.0,6.0,0.0
1321.45,1227.47,959550.57,532.0,209.0,0.0,195.040656,15.170006,7.728295,4111.453042,-940.9218479000001,329676504.3,325940200.9,0.0,36.0,182.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,0.0,0.0,0.0,1.0,1.0
23.21,0.33,70.3,3.0,2.0,0.0,84.865945,50.5,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1874.16,226773.38,0.0,121.0,1.0,1.376616,0.285556,0.0,0.0,34.55230473,1.343675593,0.0,0.0,0.0,2.0,0.0
4262.01,0.0,8524.02,2.0,1.0,0.0,2.0,2.0,0.999517,1.999034,0.000966,1e-12,0.0,0.0,0.0,1.0,1.0
65.63,3591.7,329159.2,90.0,90.0,0.0,8.995,1.263355,1.262664,113.6397983,0.06217257,0.0,0.0,0.0,0.0,0.0,0.0
6.08,13535.38,81242.65,5.0,6.0,0.0,100.0,38.005,45.605259,228.0262933,0.00370667,0.0,0.0,0.0,0.0,0.0,0.0
25.63,0.0,76.9,3.0,2.0,0.0,53.427954,50.5,33.666158,100.9984736,0.001526354,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1580.9,319341.6,0.0,202.0,1.0,1.215655,0.801761,0.0,0.0,161.9557897,17.35897793,0.0,0.0,0.0,4.0,0.0
0.0,0.0,180.02,1.0,1.0,0.0,0.112262,0.112262,0.110062,0.11006227,0.0022,0.0,0.0,0.0,0.0,0.0,0.0
0.0,209.68,275756.52,1.0,10.0,0.0,5.0,1.020174,10.200884,10.20088375,0.0008609999999999,99.0,0.0,0.0,0.0,1.0,1.0
0.0,25194.73,226752.53,0.0,9.0,1.0,405.0,104.788889,0.0,0.0,943.1,604.5195779,0.0,0.0,0.0,2.0,0.0
498.77,4329.59,250596.9,25.0,55.0,0.0,0.109486,0.10291,0.225863,5.646573921,0.013461,30.59629879,0.0,0.0,0.0,2.0,0.0
0.0,39559.66,197798.32,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1530.63924499999,0.0,0.0,0.0,1.0,1.0
203.14,2263.87,48730.72,17.0,20.0,0.0,0.847497,0.108153,0.126379,2.14844681,0.0146194,10000000.0,0.0,0.0,0.0,3.0,0.0
12.84,12122.66,315510.1,25.0,26.0,0.0,1.003687,0.268703,0.277568,6.93919489,0.04708449,0.0,0.0,0.0,0.0,0.0,0.0
22.09,0.0,66.27,3.0,1.0,0.0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0
12011.55,0.0,24023.1,2.0,1.0,0.0,0.122295,0.122295,0.060706,0.121412,0.00088283,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.337,0.0,0.0,0.0,1.0,1.0
21.68,0.0,65.03,3.0,1.0,0.0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0
134.38,11158.03,33877.23,3.0,3.0,0.0,0.542183,0.294665,0.294219,0.8826578,0.0013363,0.0,0.0,0.0,0.0,0.0,0.0
21.68,0.0,65.03,3.0,1.0,0.0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0
2918.92,5480.39,1001840.28,86.0,137.0,0.0,5.649161,0.157843,0.243957,20.98026496,0.644238192,38907.0757,1473.07824,0.0,7.0,15.0,0.0
0.0,0.0,88.03,1.0,1.0,0.0,0.045,0.045,0.0428,0.0428,0.0022,0.0,0.0,0.0,0.0,0.0,0.0
0.0,30231.68,60463.37,0.0,2.0,1.0,16.710449,8.355224,0.0,0.0,16.71044882,0.0,0.0,0.0,0.0,0.0,0.0
164.14,0.82,329.92,2.0,2.0,0.0,66.623583,50.5,50.499487,100.9989738,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0
2.11,0.0,6.32,3.0,2.0,0.0,1631.801513,1000.5,666.999528,2000.9985849999998,0.001414909,0.0,0.0,0.0,0.0,0.0,0.0
25331.54,782.06,715539.6,28.0,8.0,0.0,500.0,115.503862,79.46297,2224.963159,-1300.932259,81346.19672,81845.98761,0.0,6.0,5.0,0.0
5450.02,8607.45,555420.95,34.0,43.0,0.0,149.0,20.867403,26.390598,897.2803285,0.018016049,0.053022557,0.053022557,0.0,1.0,1.0,0.0
13.67,40512.33,688942.0,17.0,17.0,0.0,69.995,12.28744,12.28679,208.8754299,0.011052491,0.0,0.0,0.0,0.0,0.0,0.0
5416.15,6191.72,1019050.37,163.0,22.0,0.0,0.01,0.009136,7e-05,0.0113614239999999,0.189638576,430.0000002,39275.97001,0.0,7.0,5.0,0.0
0.0,18.99,282.58,1.0,9.0,0.0,0.59,0.485556,4.36952,4.36952001,0.000483,1e-12,0.0,0.0,0.0,1.0,1.0
2739.72,10168.41,303102.97,3.0,29.0,0.0,6.915282,0.437161,3.989862,11.96958493,0.708089990999999,944.6033825,6.52e-09,0.0,1.0,13.0,0.0
3214.05,142.74,22424.6,6.0,22.0,0.0,5.0,0.978455,3.587186,21.5231151,0.002898,2.101513196,0.0,0.0,0.0,1.0,1.0
0.0,1744.46,226780.42,0.0,130.0,1.0,1.178344,0.425102,0.0,0.0,55.26327138,1.791495262,0.0,0.0,0.0,2.0,0.0
798.49,345.09,50946.92,53.0,25.0,0.0,2.088667,0.586097,0.281574,14.92343718,-0.270999784,1.337,0.0,0.0,0.0,1.0,1.0
3766.59,2656.07,556207.33,111.0,52.0,0.0,55.0,5.307469,2.51964,279.68,-3.6916306,423398.2592,399246.465,0.0,21.0,37.0,0.0
0.0,3401.63,136065.4,0.0,40.0,1.0,20.332993,8.11027,0.0,0.0,324.4108107,0.0,0.0,0.0,0.0,0.0,0.0
22344.75,4054.0,905547.75,32.0,47.0,0.0,100.645438,22.474439,21.09925,675.17599,381.1226609,36777.89434,0.0,0.0,0.0,27.0,0.0
0.0,20169.48,60508.45,0.0,3.0,1.0,6.399403,4.132966,0.0,0.0,12.3988982,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.337,0.0,0.0,0.0,1.0,1.0
28.16,10033.62,100617.73,10.0,10.0,0.0,1.111333,1.079604,1.078756,10.7875562,0.0084865,0.0,0.0,0.0,0.0,0.0,0.0
806.63,2903.24,49678.4,4.0,16.0,0.0,8.913642,1.142151,4.568097,18.27238702,0.002032,1e-12,0.0,0.0,0.0,1.0,1.0
48466.85,102.52,341215.88,7.0,19.0,0.0,10.0,1.706518,4.63066,32.41462,0.0092177,100.337,0.0,0.0,0.0,4.0,1.0
17.2,20031.75,280685.2,14.0,14.0,0.0,86.33,32.205819,32.201631,450.8228305,0.0586423,0.0,0.0,0.0,0.0,0.0,0.0
3257.49,5546.43,58018.13,11.0,4.0,0.0,0.5,0.405967,0.135331,1.488642966,0.135224703,1.337,0.0,0.0,0.0,1.0,1.0
3478.1,3413.24,113869.17,19.0,14.0,0.0,2.1,0.703108,0.51752,9.832884538,0.010623402,1003.497332,0.0,0.0,0.0,3.0,1.0
0.94,5119.52,76806.87,15.0,15.0,0.0,32.99,6.681588,6.680524,100.2078542,0.01596,0.0,0.0,0.0,0.0,0.0,0.0
0.0,244.15,193558.82,1.0,16.0,0.0,1.0,0.5574,8.91,8.91,0.00840096,1.337,0.0,0.0,0.0,3.0,1.0
2050.4,679.91,488939.05,199.0,119.0,0.0,400.0,12.970894,7.765469,1545.3284,-1.791995123,1893358.1789999998,1877428.504,0.0,76.0,47.0,0.0
196.48,66911.64,393503.18,300.0,5.0,0.0,2.0,0.84,0.142,42.6,-38.4,795.2419949,392.3920336,0.0,1.0,8.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.337,0.0,0.0,0.0,1.0,1.0
6964.46,13474.44,389248.1,23.0,17.0,0.0,21.6,2.173757,1.605024,36.91556236,0.038302878,9200.763541,12.72772144,0.0,2.0,4.0,0.0
158.03,0.0,316.07,2.0,1.0,0.0,101.0,101.0,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5.57,55675.48,0.0,9999.0,1.0,0.7,7e-05,0.0,0.0,0.7,8516.888893,100.0,3.86e-06,1.0,15.0,0.0
0.0,0.0,8.47,1.0,1.0,0.0,0.002535,0.002535,0.002,0.002,0.00053479,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,0.0,0.0,0.0,1.0,1.0
0.0,3.45,34480.37,0.0,9999.0,1.0,0.8,8e-05,0.0,0.0,0.8,1963.8956860000003,100.0,232.7219441,1.0,16.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.097443,0.097443,0.0,0.0,0.09744272,1e-12,0.0,0.0,0.0,1.0,1.0
2108.29,5423.29,153946.63,19.0,21.0,0.0,2.668444,0.406624,0.448471,8.52094881,0.0181607,0.0,0.0,0.0,0.0,0.0,0.0
91839.67,20659.28,245657.18,2.0,3.0,0.0,0.5,0.5,0.749622,1.499244,0.0007559999999999,1.337,0.0,0.0,0.0,1.0,1.0
1.95,12308.33,61549.48,4.0,5.0,0.0,2.3335,1.1573,1.446152,5.78460689,0.00189311,0.0,0.0,0.0,0.0,0.0,0.0
4488.09,19004.3,370338.23,19.0,15.0,0.0,2.268076,0.736232,0.580435,11.02826109,0.015214967,394.6856802,58.51037509,0.0,2.0,5.0,0.0
0.0,0.0,2395.62,1.0,1.0,0.0,2.005,2.005,2.004475,2.004475,0.000525,0.0,0.0,0.0,0.0,0.0,0.0
162.18,0.3,324.97,2.0,2.0,0.0,51.571017,50.5,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0
1100.82,2725.87,1063824.35,18.0,383.0,0.0,7.0,0.205383,3.03243,54.58374118,24.07777292,4032.431642,0.61697794,0.0,1.0,18.0,0.0
0.0,50279.59,201118.35,0.0,4.0,1.0,33.007773,8.276943,0.0,0.0,33.10777329,0.0,0.0,0.0,0.0,0.0,0.0
33.8,2252.59,16004.73,7.0,7.0,0.0,196.416379,125.874846,125.874426,881.1209836,0.00294,0.0,0.0,0.0,0.0,0.0,0.0
433.46,139128.79,699545.03,9.0,5.0,0.0,0.9022,0.256154,0.141919,1.27726692,0.00350412,0.0,0.0,0.0,0.0,0.0,0.0
39.05,4254.59,402665.7,70.0,94.0,0.0,344.35,30.462398,40.905797,2863.405756,0.05964,0.0,0.0,0.0,0.0,0.0,0.0
4065.86,1474.59,166929.13,28.0,36.0,0.0,20.00194,1.443682,1.855926,51.96593796,0.006603639,22497.9512,22438.16191,0.0,3.0,15.0,1.0
153.28,0.0,306.57,2.0,1.0,0.0,101.0,101.0,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,10.78,1.0,1.0,0.0,10.56,10.56,10.55938,10.55938,0.00062,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,5.62,1.0,1.0,0.0,0.19,0.19,0.189528,0.189528364,0.000471636,0.0,0.0,0.0,0.0,0.0,0.0
13.06,365.32,1809948.35,3146.0,4842.0,0.0,26.887397,1.535968,2.363068,7434.21228199999,2.944197572,1553032366.0,0.0,0.0,0.0,8.0,0.0
0.0,0.0,53950.48,1.0,1.0,0.0,0.09,0.09,0.0,0.0,0.09,2.59e-08,2.59e-08,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-12,0.0,0.0,0.0,1.0,1.0
2318.48,997.85,10946.83,3.0,4.0,0.0,2.672315,1.346607,1.793333,5.38,0.0064275259999999,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2272.6,1.0,1.0,0.0,0.255252,0.255252,0.254632,0.254631806,0.00062,0.0,0.0,0.0,0.0,0.0,0.0
0.0,614.25,207756.37,1.0,2.0,0.0,0.38,0.293755,0.586661,0.58666088,0.00085,134.3622177,0.0,0.0,0.0,2.0,0.0
18.83,0.0,56.5,3.0,1.0,0.0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1553.26,226776.6,0.0,146.0,1.0,3.011242,1.507901,0.0,0.0,220.1534741,4.573632256,0.0,0.0,0.0,2.0,0.0
105.18,3064.59,420948.77,127.0,133.0,0.0,1000.0,44.212845,52.854615,6712.536047,-832.2276694,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1578.58,198900.7,0.0,126.0,1.0,0.47675,0.212348,0.0,0.0,26.75582878,0.716009227,0.0,0.0,0.0,2.0,0.0
0.0,1532.28,226777.57,0.0,148.0,1.0,1.019888,0.428176,0.0,0.0,63.3700526,1.408759017,0.0,0.0,0.0,2.0,0.0
0.0,79.53,2101.52,1.0,22.0,0.0,3.49,0.791383,17.409571,17.40957065,0.0008609999999999,1e-12,0.0,0.0,0.0,1.0,1.0
5.59,12878.49,38652.25,3.0,3.0,0.0,7.836403,5.11756,5.116635,15.34990404,0.0027761,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.72,1.0,1.0,0.0,0.1,0.1,0.099395,0.099395026,0.000604974,0.0,0.0,0.0,0.0,0.0,0.0
21.6,14.21,142922.48,109.0,9891.0,0.0,3503.597564,19.373447,1640.615115,178827.0475,12795.71923,1172360.229,0.0,0.0,0.0,26.0,0.0
0.0,0.0,107.1,1.0,1.0,0.0,0.53,0.53,0.5278,0.5278,0.0022,0.0,0.0,0.0,0.0,0.0,0.0
2.55,1308.39,32773.28,25.0,25.0,0.0,33.0,12.860341,12.859921,321.498034,0.0105,0.0,0.0,0.0,0.0,0.0,0.0
25173.11,1125.57,77770.45,3.0,2.0,0.0,0.292229,0.171114,0.113852,0.34155668,0.000672,1.337,0.0,0.0,0.0,1.0,1.0
20.91,39724.1,357579.65,3.0,9.0,0.0,1.000046,0.346482,1.031711,3.09513405,0.023201745,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.71,1659.35,1.0,2.0,0.0,3.0,2.0,3.999874,3.999874,0.000126,1e-12,0.0,0.0,0.0,1.0,1.0
0.0,0.0,15.73,1.0,1.0,0.0,0.521875,0.521875,0.521255,0.521255,0.00062,0.0,0.0,0.0,0.0,0.0,0.0
0.0,17666.31,88331.55,0.0,5.0,1.0,10.779495,8.303411,0.0,0.0,41.51705343,0.0,0.0,0.0,0.0,0.0,0.0
92996.37,6860.16,571698.55,6.0,2.0,0.0,111.0,56.044266,18.673333,112.04,0.04853238,0.0,0.0,0.0,0.0,0.0,0.0
96.94,15772.07,316313.83,9.0,20.0,0.0,14.0,4.973533,11.051574,99.4641673,0.006489961,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.804725,0.804725,0.0,0.0,0.8047254,190.0557308,0.0,0.0,0.0,5.0,0.0
0.0,0.0,180.72,1.0,1.0,0.0,2.0,2.0,1.99958,1.99958,0.00042,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,37.23,1.0,1.0,0.0,0.2997,0.2997,0.299196,0.299196,0.000504,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2501.13,210095.17,0.0,84.0,1.0,0.744375,0.303542,0.0,0.0,25.49754898,0.438565909,0.0,0.0,0.0,1.0,0.0
156.14,2143.62,22841.43,9.0,10.0,0.0,1.645383,0.835075,0.927393,8.3465338,0.004221,0.0,0.0,0.0,0.0,0.0,0.0
0.0,30.72,2143.95,1.0,20.0,0.0,1.401976,0.528537,10.569697,10.56969679,0.00105,1e-12,0.0,0.0,0.0,1.0,1.0
5.43,10080.11,30256.63,3.0,3.0,0.0,3.484421,2.240934,2.239978,6.71993547,0.00286716,0.0,0.0,0.0,0.0,0.0,0.0
607.75,548.74,1075109.2,1053.0,793.0,0.0,2000.0,73.687682,56.178977,59156.46283,-722.131110399999,853019572.3,837875533.7,0.0,172.0,218.0,0.0
0.0,92467.96,850453.92,1.0,6.0,0.0,0.73,0.325264,0.0,0.0,1.95158313,151.0516561,2.24637903,0.0,1.0,6.0,0.0
16.26,460.75,416795.65,867.0,874.0,0.0,21.99,0.443906,0.44707,387.6100124,0.364161,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6002.88,0.0,1.0,1.0,1.363896,1.363896,0.0,0.0,1.36389572,0.0,0.0,0.0,0.0,0.0,0.0
11083.99,4516.14,564481.88,33.0,44.0,0.0,100.0,26.945342,35.926619,1185.578426,0.016635661,600.0,0.0,0.0,0.0,1.0,0.0
0.0,2775.66,291444.72,0.0,105.0,1.0,0.404271,0.180627,0.0,0.0,18.96579583,3.293893688,0.0,0.0,0.0,4.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.0,0.4,1e-12,0.0,0.0,0.0,1.0,1.0
8.54,589.8,99393.58,9976.0,24.0,0.0,1199.99,329.422932,0.750197999999999,7483.977604,422.172766,1652.99791199999,0.0,0.0,0.0,8.0,0.0
8344.37,8258.27,41463.55,2.0,3.0,0.0,1.49,1.170233,1.7545,3.508999,0.001701,8e-16,0.0,0.0,0.0,1.0,1.0
2287.99,9808.56,444648.12,10.0,43.0,0.0,4.852228,0.466562,2.005412,20.05411866,0.00803506,378.33612,0.0,0.0,0.0,4.0,0.0
