Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,max value received ,avg val received,avg val sent,total Ether sent,total ether balance, ERC20 total Ether received, ERC20 total ether sent, ERC20 total Ether sent contract, ERC20 uniq sent addr, ERC20 uniq rec token name,FLAG
0.0,5822.22,17468.72,1.0,3.0,0.0,34.055304,11.385288,34.1553909999999,34.15539136,0.000471636,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,418483.92,1.0,1.0,0.0,0.145868,0.145868,0.145797,0.14579748,7.04e-05,44.54968272,0.0,0.0,0.0,5.0,0.0
0.0,2548.09,226780.37,0.0,89.0,1.0,0.431425,0.224421,0.0,0.0,19.97348364,0.846540804,0.0,0.0,0.0,2.0,0.0
1.56,0.11,4.9,3.0,2.0,0.0,1902.268491,1000.5,666.999528,2000.9985849999998,0.001414909,0.0,0.0,0.0,0.0,0.0,0.0
0.86,30007.36,60016.43,2.0,2.0,0.0,3.395,1.878738,1.877898,3.755796793,0.00168,0.0,0.0,0.0,0.0,0.0,0.0
37.82,52.24,574178.57,5102.0,7388.0,0.0,1999.99958,655.117651999999,948.240874,4837924.938,2084.272476,1561395882.0,243.2380952,0.0,2.0,54.0,0.0
0.0,0.0,32.33,1.0,1.0,0.0,4.0,4.0,3.9978,3.9978,0.0022,0.0,0.0,0.0,0.0,0.0,0.0
4860.24,4902.17,1072398.18,145.0,75.0,0.0,65.6061589999999,14.683324,7.776063,1127.5292,-26.27986751,8904907.65299999,8385851.584999999,0.0,19.0,83.0,0.0
0.0,1547.29,228998.5,0.0,148.0,1.0,0.898206,0.352555,0.0,0.0,52.17811743,1.074129466,0.0,0.0,0.0,2.0,0.0
0.0,0.0,14.53,1.0,1.0,0.0,3.0,3.0,2.998877,2.998877056,0.001122944,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1674.81,192603.35,0.0,115.0,1.0,1.9959,0.222147,0.0,0.0,25.54694923,0.898583285999999,0.0,0.0,0.0,2.0,0.0
161.39,0.3,323.38,2.0,2.0,0.0,52.177253,50.5,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0
3.1,925.23,67768.1,73.0,73.0,0.0,33.389345,4.235125,4.234705,309.133433,0.030660004,0.0,0.0,0.0,0.0,0.0,0.0
3.87,6392.85,70363.92,11.0,11.0,0.0,10.2,2.204409,2.203911,24.24301981,0.005474833,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1953.03,201162.33,0.0,103.0,1.0,1.303841,0.818868,0.0,0.0,84.34338569,2.521486319,0.0,0.0,0.0,1.0,0.0
0.0,5154.07,226778.87,0.0,44.0,1.0,3.737293,0.970412,0.0,0.0,42.69812499,1.065469884,0.0,0.0,0.0,2.0,0.0
161.55,0.63,324.37,2.0,2.0,0.0,77.342076,50.5,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0
1.73,0.42,7.73,4.0,2.0,0.0,1180.739028,1000.5,500.249528,2000.9981130000003,0.001886545,0.0,0.0,0.0,0.0,0.0,0.0
17517.21,9672.3,392152.93,13.0,17.0,0.0,7.495,1.650545,2.157884,28.05248733,0.00677158,20184.91761,0.0,0.0,0.0,14.0,0.0
0.0,0.0,189.75,1.0,1.0,0.0,20.80213,20.80213,20.80171,20.80171014,0.00042,0.0,0.0,0.0,0.0,0.0,0.0
5.04,1530.83,3071.73,2.0,2.0,0.0,5.495,5.245,5.244263,10.48852585,0.001474149,0.0,0.0,0.0,0.0,0.0,0.0
12684.38,2896.19,949868.57,34.0,181.0,0.0,1197.130737,49.647022,121.723694,4138.605586,4847.505426,35767.93321,0.0,0.0,0.0,43.0,0.0
157.89,0.0,315.78,2.0,1.0,0.0,101.0,101.0,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0
13.29,5291.24,959668.07,147.0,181.0,0.0,9.99,3.718618,4.577797,672.9361577,0.133718224,0.0,0.0,0.0,0.0,0.0,0.0
7.97,7868.86,204725.9,17.0,26.0,0.0,0.195143,0.092081,0.139693,2.37477691,0.019337423,0.0,0.0,0.0,0.0,0.0,0.0
3.26,4491.02,40448.5,9.0,9.0,0.0,7.99,3.776152,3.775663,33.98096912,0.004403048,0.0,0.0,0.0,0.0,0.0,0.0
24004.64,23748.38,527077.12,18.0,4.0,0.0,52.0,28.0,11.709444,210.77,-98.77,275180.1929,1.04e-05,0.0,1.0,23.0,0.0
14.99,0.0,44.97,3.0,1.0,0.0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0
107.27,1.46,324.73,3.0,2.0,0.0,80.673313,50.5,33.666179,100.9985356,0.001464437,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2636.82,226766.82,0.0,86.0,1.0,0.901869,0.513478,0.0,0.0,44.15911017,0.944263803,0.0,0.0,0.0,2.0,0.0
1559.01,53123.24,162487.73,2.0,3.0,0.0,0.104979,0.068011,0.101546,0.203092193,0.000940819,0.0,0.0,0.0,0.0,0.0,0.0
15146.55,0.0,136318.98,9.0,1.0,0.0,21.00144,21.00144,2.333052,20.997471,0.003969,0.760242711,0.0,0.0,0.0,1.0,0.0
2682.05,7244.51,350636.2,47.0,31.0,0.0,61.11,11.413088,7.609149,357.63,-3.82427917,498981.77540000004,514384.87549999997,0.0,8.0,16.0,0.0
903.05,22013.47,1098186.7,46.0,48.0,0.0,1.101812,0.573754,0.597301,27.47583111,0.064364915,365.0,0.0,0.0,0.0,2.0,0.0
0.0,953.46,192599.92,0.0,202.0,1.0,0.866278,0.356378,0.0,0.0,71.98829922,2.113682515,0.0,0.0,0.0,2.0,0.0
4790.91,4690.94,81145.63,14.0,3.0,0.0,3.602311,2.83377,0.705631,9.878831,-1.37751968,54.39596137,2500.0,0.0,4.0,6.0,0.0
0.0,1692.16,226749.52,0.0,134.0,1.0,1.99,0.228434,0.0,0.0,30.61009998,1.242294162,0.0,0.0,0.0,2.0,0.0
57479.75,11264.69,263713.08,4.0,3.0,0.0,8.1,3.226333,2.419158,9.6766312,0.0023688,0.0,0.0,0.0,0.0,0.0,0.0
161.24,0.3,323.08,2.0,2.0,0.0,76.034085,50.5,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0
1252.16,33694.53,280825.65,9.0,8.0,0.0,6.42034,2.420779,2.150859,19.35773386,0.008497606,0.0,0.0,0.0,0.0,0.0,0.0
0.0,17443.08,226760.05,0.0,13.0,1.0,13.789485,5.062861,0.0,0.0,65.81719007,1.285486273,0.0,0.0,0.0,2.0,0.0
80.96,155838.28,468324.43,10.0,3.0,0.0,2.14815,0.762822999999999,0.450816,4.50815974,-2.21968974,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.83,1.0,1.0,0.0,0.033322,0.033322,0.032902,0.0329017,0.00042,0.0,0.0,0.0,0.0,0.0,0.0
162.87,0.0,325.73,2.0,2.0,0.0,67.324213,50.5,50.499487,100.9989738,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0
24.27,0.44,73.68,3.0,2.0,0.0,85.271344,50.5,33.666148,100.9984444,0.001555573,0.0,0.0,0.0,0.0,0.0,0.0
206.28,871.37,4264.35,8.0,3.0,0.0,0.038022,0.020128,0.007065,0.05652348,0.00386,2.63157314,2.61994128,0.0,1.0,2.0,0.0
0.0,0.29,2901.22,0.0,9999.0,1.0,45000.0,79.872615,0.0,0.0,798646.2797,12155738.9,100.0,214367.4935,1.0,73.0,0.0
21.94,0.0,65.82,3.0,1.0,0.0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0
2986.83,4371.28,726979.05,179.0,44.0,0.0,100.1,12.91995,3.297598,590.27,-21.7921998,91057179.23,72249002.72,0.0,25.0,46.0,0.0
4100.53,3431.34,388724.08,63.0,38.0,0.0,43.804467,4.128293,2.489155,156.8167398,0.058388814,28130.41361,19040.29379,0.0,33.0,10.0,0.0
4.18,3873.38,783263.5,201.0,202.0,0.0,1.101043,0.123869,0.123745,24.87264559,0.148794414,0.0,0.0,0.0,0.0,0.0,0.0
17.15,2332.58,1954860.95,825.0,832.0,0.0,123.03,17.635116,17.7837089999999,14671.56007,0.856217127999999,100.0,0.0,0.0,0.0,1.0,0.0
163.78,0.0,327.57,2.0,1.0,0.0,101.0,101.0,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0
15.23,0.0,45.7,3.0,1.0,0.0,101.0,101.0,33.665988,100.9979647,0.002035312,0.0,0.0,0.0,0.0,0.0,0.0
0.0,7696.13,200099.33,0.0,26.0,1.0,1.025471,0.891288999999999,0.0,0.0,23.17350344,1.269354461,0.0,0.0,0.0,2.0,0.0
0.0,1580.72,3161.45,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1663.0076,1663.0076,0.0,1.0,1.0,0.0
104.88,0.0,314.65,3.0,1.0,0.0,101.0,101.0,33.666171,100.9985118,0.001488218,0.0,0.0,0.0,0.0,0.0,0.0
0.0,9860.36,226788.22,0.0,23.0,1.0,100.009449,16.816147,0.0,0.0,386.7713765,2.81622428899999,0.0,0.0,0.0,1.0,0.0
106.69,0.22,320.73,3.0,3.0,0.0,69.317352,33.666667,33.666171,100.9985118,0.001488218,0.0,0.0,0.0,0.0,0.0,0.0
7.88,17663.16,353405.12,18.0,20.0,0.0,15.0,2.243608,2.491569,44.84824083,0.02392097,0.0,0.0,0.0,0.0,0.0,0.0
11567.25,25292.7,449570.33,17.0,10.0,0.0,3.73342,0.851311,0.500311,8.505290959,0.007815591,2822.039752,2506.754766,0.0,3.0,5.0,0.0
22086.33,55993.95,590734.63,9.0,7.0,0.0,2.381275,1.055501,0.820387999999999,7.383488588,0.005019001,2.190564785,0.0,0.0,0.0,2.0,0.0
5173.8,4691.58,930590.25,91.0,98.0,0.0,385.502246,73.8723,79.553928,7239.407486,0.077963,761672.0,761672.0,0.0,1.0,5.0,0.0
2998.86,2084.12,262278.12,68.0,28.0,0.0,13.113805,3.942889,1.652007,112.3365004,-1.935609813,71593.69088,62098.69088000001,0.0,12.0,15.0,0.0
7.38,373.04,913192.53,2324.0,2402.0,0.0,26.337025,1.91791,1.981467,4604.929232,1.8912579,5.01,0.0,0.0,0.0,2.0,0.0
25.91,0.13,78.0,3.0,2.0,0.0,83.359156,50.5,33.666163,100.998488,0.001512,0.0,0.0,0.0,0.0,0.0,0.0
10062.39,7621.88,728734.78,55.0,23.0,1.0,14.89376,3.981765,2.240464,123.2255137,-31.64491371,11183.14698,10258.69445,0.0,10.0,22.0,0.0
0.0,6361.0,228995.87,0.0,36.0,1.0,138.75,12.292915,0.0,0.0,442.5449378,3.617168812,0.0,0.0,0.0,1.0,0.0
164.7,0.0,329.4,2.0,1.0,0.0,101.0,101.0,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0
0.0,13299.68,132996.78,0.0,10.0,1.0,389.812969,49.519635,0.0,0.0,495.1963516,603.9995516,0.0,0.0,0.0,2.0,0.0
23.57,0.92,72.55,3.0,2.0,0.0,64.9117,50.5,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0
134.28,18457.82,1002093.87,40.0,54.0,0.0,1.017255,0.701056,0.94369,37.74760628,0.109420727,0.0,0.0,0.0,0.0,0.0,0.0
406.61,10909.43,729037.15,49.0,65.0,0.0,6.326516,0.710589999999999,0.941416,46.1293779,0.058978049,2.047809554,0.0,0.0,0.0,1.0,0.0
164696.65,1859.46,855094.1,5.0,17.0,0.0,42.0,13.263529,45.09472,225.4735982,0.0064018,162.842304699999,0.0,0.0,0.0,6.0,0.0
78085.1,6594.06,943282.57,6.0,72.0,0.0,0.5,0.088887,1.066231,6.397388553,0.002442,604.8774744,0.0,0.0,0.0,7.0,0.0
2.06,1411.11,2826.33,2.0,2.0,0.0,5.0,4.499779,4.499264,8.998528158,0.001030842,0.0,0.0,0.0,0.0,0.0,0.0
8812.23,14331.78,991804.47,54.0,36.0,0.0,21.0,6.811828,4.529463,244.5910013,0.63479819,303114.4383,233980.2388,0.0,12.0,17.0,0.0
0.0,0.0,633.2,1.0,1.0,0.0,6.0,6.0,5.99938,5.99938,0.00062,0.0,0.0,0.0,0.0,0.0,0.0
23157.85,22086.52,226221.87,5.0,5.0,0.0,12.554103,7.804435,7.8038,39.019,0.003177426,878.1555298,0.0,0.0,0.0,3.0,0.0
160.91,0.84,323.5,2.0,2.0,0.0,65.5590979999999,50.5,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0
9153.5,20998.2,484586.98,30.0,10.0,0.0,4.426343,1.079837,0.404149,12.1244802,-1.326111447,55668.26759,41070.19175,0.0,4.0,10.0,0.0
1749.52,126509.98,1038322.7,15.0,8.0,0.0,13.9,2.61045,1.391813,20.87719884,0.00640143,0.0,0.0,0.0,0.0,0.0,0.0
138727.59,9592.23,473736.12,3.0,6.0,0.0,19.634204,6.891373,13.782306,41.34691797,0.001323,1944.010793,0.0,0.0,0.0,9.0,0.0
0.0,0.0,1.87,1.0,1.0,0.0,4.995,4.995,4.994528,4.994528364,0.000471636,0.0,0.0,0.0,0.0,0.0,0.0
22.18,0.0,66.55,3.0,1.0,0.0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0
164.01,0.0,328.02,2.0,2.0,0.0,96.150011,50.5,50.499487,100.9989738,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2159.54,226752.02,0.0,105.0,1.0,0.580734,0.193014,0.0,0.0,20.26644372,1.275961526,0.0,0.0,0.0,2.0,0.0
158.87,0.0,317.73,2.0,1.0,0.0,101.0,101.0,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0
169.98,96.57,457195.87,2671.0,33.0,1.0,5.68987,0.605205,0.007044,18.81417,1.15760024,2.144199905,0.0,0.0,0.0,1.0,0.0
20.67,0.0,62.02,3.0,1.0,0.0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0
21.36,0.0,64.08,3.0,1.0,0.0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0
4.3,18630.29,130442.18,7.0,7.0,0.0,34.122415,16.06148,16.061044,112.4273048,0.00305458,0.0,0.0,0.0,0.0,0.0,0.0
30.35,17749.04,35558.78,2.0,2.0,0.0,15.0,12.861127,12.860612,25.72122304,0.001030958,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1168.84,226755.85,0.0,194.0,1.0,26.5,0.865636,0.0,0.0,167.9333705,3.223211245,0.0,0.0,0.0,2.0,0.0
22.16,0.0,66.47,3.0,1.0,0.0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2796.19,13245.78,1.0,2.0,0.0,2.095,2.045,4.048,4.048,0.042,555.2635761,0.0,0.0,0.0,9.0,0.0
104.97,0.0,314.92,3.0,1.0,0.0,101.0,101.0,33.666179,100.9985356,0.001464437,0.0,0.0,0.0,0.0,0.0,0.0
22344.75,4054.0,905547.75,32.0,47.0,0.0,100.645438,22.474439,21.09925,675.17599,381.1226609,36777.89434,0.0,0.0,0.0,27.0,0.0
1.77,0.0,5.32,3.0,2.0,0.0,1475.570376,1000.5,666.999528,2000.9985849999998,0.001414909,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.45,1.0,1.0,0.0,0.862154999999999,0.862154999999999,0.861351,0.861351409,0.000803431,0.0,0.0,0.0,0.0,0.0,0.0
22.99,0.0,68.97,3.0,1.0,0.0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0
11056.2,23190.32,489429.62,17.0,13.0,0.0,0.36,0.128311999999999,0.136666,2.323326139,-0.655266422,937.2829715,569.5,0.0,3.0,3.0,0.0
195.52,580.18,1245517.87,4400.0,664.0,0.0,35000.0,1187.674107,179.3906,789318.6395,-703.032614399999,4418.365643,0.0,0.0,0.0,8.0,0.0
19899.33,0.97,39800.62,2.0,2.0,0.0,2.669396,1.335212,1.334771,2.669542,0.000882,0.201153153,0.0,0.0,0.0,1.0,0.0
35647.27,60.38,642194.28,18.0,9.0,0.0,23.229648,11.361111,5.67965,102.2337028,0.01629724,4079.521178,7.701891438,0.0,2.0,19.0,0.0
6.44,3266.12,9817.67,3.0,3.0,0.0,2.0,1.996499,1.996058,5.988173,0.001323,0.0,0.0,0.0,0.0,0.0,0.0
15.47,0.0,46.4,3.0,1.0,0.0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,60.97,1.0,1.0,0.0,0.8641,0.8641,0.863595999999999,0.863595999999999,0.000504,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1989.12,226759.43,0.0,114.0,1.0,2.434996,0.642346,0.0,0.0,73.2274099999999,1.267469058,0.0,0.0,0.0,2.0,0.0
25626.59,150.32,77631.38,3.0,5.0,0.0,3.367565,1.008456,1.680222,5.04066541,0.001613102,0.296915203,0.0,0.0,0.0,1.0,0.0
51880.05,2325.77,756555.68,14.0,13.0,0.0,6.995,3.287308,3.051352,42.71892415,0.016075854,0.527204991,0.527204991,0.0,1.0,1.0,0.0
11174.49,12245.22,987307.37,50.0,35.0,0.0,6.164196,1.554224,1.077491,53.87456362,0.523276781,944.1255038,455.0000001,0.0,4.0,11.0,0.0
0.0,0.0,11.65,1.0,1.0,0.0,0.01287,0.01287,0.012324,0.012323985,0.000546,0.0,0.0,0.0,0.0,0.0,0.0
992.54,1766.0,684983.8,135.0,312.0,0.0,1.416181,0.107207,0.247114,33.36035419,0.0881076609999999,371.0782281,0.0,0.0,0.0,5.0,0.0
15.46,0.0,46.37,3.0,1.0,0.0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0
21648.06,39105.85,858238.48,27.0,7.0,0.0,40.41,12.091128,5.553694,149.9497336,-65.31183972,17200358.34,17200393.2,0.0,3.0,13.0,0.0
26.03,0.0,78.1,3.0,2.0,0.0,65.516067,50.5,33.666163,100.998488,0.001512,0.0,0.0,0.0,0.0,0.0,0.0
23.23,0.0,69.68,3.0,1.0,0.0,101.0,101.0,33.998884,101.996652,-0.996652,0.0,0.0,0.0,0.0,0.0,0.0
733.09,811.45,139534.27,104.0,78.0,0.0,62.354363,8.825307,6.719712,698.85,-10.4760629,702435.0559,713211.632,0.0,8.0,24.0,0.0
1.04,0.0,3.13,3.0,2.0,0.0,1488.58768599999,1000.5,666.999528,2000.9985849999998,0.001414909,0.0,0.0,0.0,0.0,0.0,0.0
23.4,4649.78,18692.75,4.0,4.0,0.0,9.855159,8.361989,8.360639,33.44255709,0.00539901,0.0,0.0,0.0,0.0,0.0,0.0
451.89,613.95,1264774.13,2644.0,114.0,5.0,82.422243,14.627432,0.914884,2418.952778,-751.4255472,104334189.4,104321203.9,0.0,72.0,160.0,0.0
408.01,702.6,1138848.45,5.0,1618.0,1.0,1.559112,0.245627,2.635668,13.17833865,384.2459825,3433509.694,0.0,0.0,0.0,23.0,0.0
1270.97,335.2,168647.83,105.0,105.0,0.0,1.4995,1.000997,1.000157,105.0164707,0.08826282,0.026177472,0.026177472,0.0,1.0,1.0,0.0
2988.42,10957.12,148414.97,13.0,10.0,0.0,6.1,2.244473,1.723987,22.41183051,0.032898,14948.6303199999,14948.6303199999,0.0,3.0,1.0,0.0
21.15,0.0,63.45,3.0,1.0,0.0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0
46.58,986.24,1116489.98,700.0,1099.0,0.0,6.6409,0.256509,0.402371,281.6597243,0.243696877,613.5252951,100.0,0.0,1.0,5.0,0.0
1.56,0.0,4.67,3.0,2.0,0.0,1476.834868,1000.5,666.99939,2000.998169,0.001830667,0.0,0.0,0.0,0.0,0.0,0.0
0.0,44.4,23130.65,0.0,521.0,1.0,49.99,1.273225,0.0,0.0,663.3500862,0.0,0.0,0.0,0.0,0.0,0.0
161.31,0.0,322.62,2.0,1.0,0.0,101.0,101.0,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,525.72,1.0,1.0,0.0,0.3,0.3,0.29938,0.29938,0.00062,0.0,0.0,0.0,0.0,0.0,0.0
161.0,0.0,322.0,2.0,1.0,0.0,101.0,101.0,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0
21.13,0.0,63.4,3.0,1.0,0.0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0
21949.99,3560.28,152473.25,5.0,12.0,0.0,82.872942,17.250674,41.401458,207.0072896,0.000798008,0.0,0.0,0.0,0.0,0.0,0.0
1.38,183.45,369.67,2.0,2.0,0.0,1.705271,1.66012599999999,1.659286,3.31857246,0.00168,0.0,0.0,0.0,0.0,0.0,0.0
2279.81,894.15,220649.7,96.0,2.0,0.0,5.0,3.0,0.060551,5.812859796,0.187140204,2.174780812,1.67e-13,0.0,61.0,3.0,0.0
0.8,5007.46,30049.57,6.0,6.0,0.0,6.797695,2.68412,2.68328,16.09968291,0.00504,0.0,0.0,0.0,0.0,0.0,0.0
75078.84,5437.19,1223010.18,16.0,4.0,0.0,400.03,124.276844,31.067596,497.081538,0.025838672,1350.911047,0.0,0.0,0.0,5.0,0.0
306.54,165163.36,662492.68,6.0,4.0,0.0,0.343012,0.16365,0.108729,0.65237364,0.0022251,100.0,0.0,0.0,0.0,1.0,0.0
216.89,46.66,653215.9,1096.0,8904.0,0.0,640.271279999999,8.338713,51.909624,56892.94749,17354.95106,42960759.65,2966114.0,0.0,2.0,69.0,0.0
9110.48,5450.78,819090.13,57.0,55.0,0.0,105.198301,16.344094,15.754779,898.0224099,0.902758908,1617241.14099999,36583.16801,0.0,15.0,44.0,0.0
11.19,49805.08,149448.82,3.0,3.0,0.0,19.999,10.19452,10.193532,30.58059494,0.00296406,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.23,1.0,1.0,0.0,4.995,4.995,4.994528,4.994528364,0.000471636,0.0,0.0,0.0,0.0,0.0,0.0
19.27,0.0,57.8,3.0,1.0,0.0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2870.43,226763.67,0.0,79.0,1.0,1.02883,0.268551,0.0,0.0,21.21551849,0.563994369,0.0,0.0,0.0,2.0,0.0
63.0,1210.55,1100320.03,633.0,876.0,0.0,0.2075,0.100074,0.138166,87.45914015,0.205605346,1553046137.0,0.0,0.0,0.0,7.0,0.0
158.28,0.63,317.83,2.0,2.0,0.0,69.405272,50.5,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0
156.47,0.0,312.95,2.0,1.0,0.0,101.0,101.0,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0
5.48,13900.63,319835.12,22.0,23.0,0.0,0.005,0.003261,0.0,0.0,0.075,1.25e-10,9.71e-11,0.0,17.0,1.0,0.0
17339.13,44006.28,253392.72,7.0,3.0,0.0,0.18063,0.078543,0.031066,0.2174626,0.01816782,12269.0,3.000000032,0.0,3.0,11.0,0.0
0.0,1564.03,226784.32,0.0,145.0,1.0,0.404503,0.2427,0.0,0.0,35.19153639,0.49612139,0.0,0.0,0.0,1.0,0.0
21801.85,16571.25,536343.98,17.0,10.0,0.0,2.589,0.845591,0.685475,11.6530669,-3.197156645,86306.46191,36965.2289,0.0,3.0,32.0,0.0
1876.99,690.72,5826.13,2.0,3.0,0.0,0.221156,0.087982,0.131553,0.263105795,0.00084002,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,24731.42,1.0,1.0,0.0,0.418267,0.418267,0.417826,0.4178263,0.000441,0.0,0.0,0.0,0.0,0.0,0.0
15.22,161.22,340129.2,8713.0,1287.0,0.0,779.214280999999,32.673136,4.816478,41965.969,84.35717962,0.0,0.0,0.0,0.0,0.0,0.0
90455.19,115222.2,1118842.15,6.0,5.0,0.0,0.718447,0.243019,0.07,0.42,0.795095959,492.3652288,0.21,0.0,2.0,8.0,0.0
19106.22,11955.68,623697.85,17.0,25.0,0.0,1.011777,0.840220999999999,1.352224,22.98781575,-1.982295699,0.0,0.0,0.0,0.0,0.0,0.0
37174.25,25247.48,298787.93,6.0,3.0,0.0,0.99997,0.723318999999999,0.381796,2.290777095,-0.120819585,833904.6513,2905.32592,0.0,2.0,11.0,0.0
4140.01,16783.71,121402.32,5.0,6.0,0.0,10.0,5.827333,6.992143,34.96071463,0.003285371,0.0,0.0,0.0,0.0,0.0,0.0
36979.34,52812.74,559898.43,8.0,5.0,0.0,11.107033,3.028434,1.892127,15.13701716,0.005153631,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5717.08,200097.8,0.0,35.0,1.0,1.001598,0.88617,0.0,0.0,31.01595948,0.678131104,0.0,0.0,0.0,1.0,0.0
463.89,2449.33,861034.55,251.0,304.0,0.0,1.059149,0.504319,0.610406,153.211798,0.101111053,0.01,100.0,0.0,1.0,1.0,0.0
7121.67,1975.24,310545.0,40.0,13.0,1.0,10.0,3.244641,1.130874,45.23494369,-3.07461202,2851.75518,1513.75518,0.0,1.0,4.0,0.0
34.08,32176.91,418708.72,12.0,13.0,0.0,789.0,182.577692,197.791682,2373.500179,0.00982147,0.0,0.0,0.0,0.0,0.0,0.0
58.04,2255.6,666270.58,287.0,288.0,0.0,7.453002,0.179909,0.180115,51.69312162,0.120561,0.0,0.0,0.0,0.0,0.0,0.0
9725.29,13703.31,705078.12,57.0,11.0,0.0,150.0,57.859091,16.2645609999999,927.08,-290.63,267577.6186,123856.89999999998,0.0,4.0,26.0,0.0
0.0,0.0,410.85,1.0,1.0,0.0,10.0,10.0,9.99938,9.99938,0.00062,0.0,0.0,0.0,0.0,0.0,0.0
2.55,1308.39,32773.28,25.0,25.0,0.0,33.0,12.860341,12.859921,321.498034,0.0105,0.0,0.0,0.0,0.0,0.0,0.0
161.06,0.63,323.38,2.0,2.0,0.0,53.603055,50.5,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0
1752.5,12505.59,233625.1,12.0,17.0,0.0,38.42095,4.402489,6.236433,74.8372016,0.005113295,0.0,0.0,0.0,0.0,0.0,0.0
26034.83,53919.47,938966.22,5.0,15.0,0.0,99.99,13.161383,39.335845,196.6792241,0.741523062,830.5011043,0.0,0.0,0.0,9.0,0.0
0.0,5341.79,133544.85,0.0,25.0,1.0,83.0,15.3731609999999,0.0,0.0,384.3290338,2.167795107,0.0,0.0,0.0,1.0,0.0
10888.14,14701.83,934281.92,48.0,28.0,0.0,277.0,66.384949,44.613868,2141.465672,-282.6870991,100001165.8,0.016894408,0.0,2.0,14.0,0.0
35.95,9869.86,79246.45,8.0,8.0,0.0,11.0,5.751134,5.749202,45.9936199,0.015454767,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1832.87,291427.1,0.0,159.0,1.0,1.315745,0.49167,0.0,0.0,78.17548944,53.59885269,0.0,0.0,0.0,3.0,0.0
0.0,4604.71,87489.5,0.0,19.0,1.0,1.002723,1.00107,0.0,0.0,19.02033767,0.0,0.0,0.0,0.0,0.0,0.0
56099.5,22861.18,667030.65,7.0,12.0,0.0,2.774583,0.422185,0.723472999999999,5.064310041,0.00190419,0.0,0.0,0.0,0.0,0.0,0.0
1.96,20612.16,103068.63,4.0,5.0,0.0,3.4,1.504994,1.880722,7.5228879279999905,0.002082072,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1884.42,0.0,1.0,1.0,1.018974,1.018974,0.0,0.0,1.01897429,0.0,0.0,0.0,0.0,0.0,0.0
